issue_id,row_id,column_name,issue_type,current_value,suggested_value,confidence,severity,severity_score,reason,source_method,can_auto_fix,created_at
19c49ea6-da24-4a24-a626-66c81dec80ff,I196704,shopping_mall,invalid,MALL,Cevahir AVM,0.5,medium,0.4,"Value is not in allowed values: ['Cevahir AVM', 'Emaar Square Mall', 'Forum Istanbul', 'Istinye Park', 'Kanyon', 'Mall of Istanbul', 'Metrocity', 'Metropol AVM', 'Viaport Outlet', 'Zorlu Center'].",rule_invalid_detector,True,2026-07-25T19:03:59.797848
d38829b4-6e9f-4517-aa4e-aa4fec8e07a6,I317333,payment_method,anomaly,Debit Card,Cash,0.1494,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-25T19:04:29.820688
9d9bf0ad-64e0-472a-85f9-13f834f5f275,I317333,shopping_mall,anomaly,Forum Istanbul,Forum Istanbul,0.1494,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-25T19:04:29.820688
b18ea74c-c9d5-43d9-a243-88272c2354c2,I688768,shopping_mall,anomaly,Viaport Outlet,Forum Istanbul,0.0499,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-25T19:04:29.842293
21aa8ab2-4998-4d50-be73-2f5c017f0d7d,I412481,shopping_mall,anomaly,Cevahir AVM,Cevahir AVM,0.0155,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-25T19:04:29.881961
8722481b-bdb3-4732-8830-7483a54e7bd2,I170160,payment_method,anomaly,Debit Card,Credit Card,0.0759,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-25T19:04:30.467015
ef3edba1-b52d-4ae1-80f0-36adefbf4234,I402966,shopping_mall,anomaly,Viaport Outlet,Viaport Outlet,0.1277,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-25T19:04:30.499088
5fa6c3b0-25df-4526-8494-349b4b659780,I291540,shopping_mall,anomaly,Kanyon,Mall of Istanbul,0.0913,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-25T19:04:30.555824
cb026a10-194b-40b2-8327-adb6f2033f57,I941223,shopping_mall,anomaly,Emaar Square Mall,Emaar Square Mall,0.0751,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-25T19:04:30.796003
5ccca36a-f2fd-40bd-95d6-056bc14d301d,I236520,shopping_mall,anomaly,Viaport Outlet,Kanyon,0.0224,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-25T19:04:30.816345
