issue_id,row_id,column_name,issue_type,current_value,suggested_value,confidence,severity,severity_score,reason,source_method,can_auto_fix,created_at
50e290c5-36da-4c98-a01c-efc93d772e53,I121056,gender,missing,,,1.0,medium,0.4,Required column 'gender' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.272881
ac02da8d-d329-4410-9ec3-33ad1458daf1,I139207,gender,missing,,,1.0,medium,0.4,Required column 'gender' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.288532
4620ede8-2b61-432b-869c-10d1f4c3c189,I688768,gender,missing,,,1.0,medium,0.4,Required column 'gender' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.288532
d23c7df1-5edd-46bd-b0fc-245223dedb3f,I252275,gender,missing,,,1.0,medium,0.4,Required column 'gender' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.288532
28b36f05-5b9c-4e4a-9bd2-f3204e4bc7c1,I106674,gender,missing,,,1.0,medium,0.4,Required column 'gender' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.288532
8af646c4-b037-442c-b568-cbedd0269991,I138674,gender,missing,,,1.0,medium,0.4,Required column 'gender' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.288532
d13f25c8-e0fd-4e79-beab-68f0063216ae,I313645,gender,missing,,,1.0,medium,0.4,Required column 'gender' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.288532
07a4b313-47c8-4d2a-8670-dcec0e9cd147,I938217,gender,missing,,,1.0,medium,0.4,Required column 'gender' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.288532
4f846faf-e8b5-429b-9e12-54722f2c7172,I337046,age,missing,,,1.0,high,0.7,Required column 'age' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.323317
6e48238e-02c3-4392-afa7-855fb01bc918,I294687,age,missing,,,1.0,high,0.7,Required column 'age' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.323317
3d552f34-c2d2-410e-ba56-e4a5a0fa81af,I993048,age,missing,,,1.0,high,0.7,Required column 'age' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.323317
c768455e-5c5d-4adb-bfdc-98541a39c69d,I183746,age,missing,,,1.0,high,0.7,Required column 'age' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.323317
bde9b700-582e-4fae-a9f1-62a43fdc7fc9,I412481,age,missing,,,1.0,high,0.7,Required column 'age' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.323317
7163c3e5-5272-4266-ba82-82677e19806a,I217053,age,missing,,,1.0,high,0.7,Required column 'age' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.323317
5964f530-3845-4443-939b-488a1b738aac,I209744,age,missing,,,1.0,high,0.7,Required column 'age' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.323317
a06ef880-8c22-4fe7-b0b8-04542f91d226,I466086,category,missing,,,1.0,medium,0.4,Required column 'category' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.323317
42feaf32-5f89-42cd-a1e2-79af1b1582bb,I823067,quantity,missing,,,1.0,high,0.7,Required column 'quantity' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.363050
dd2abe5e-7c32-4e57-a720-7574685aaf5b,I293455,price,missing,,,1.0,high,0.7,Required column 'price' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.402868
c3d3a24f-0bf8-4312-a894-b1be1df03e89,I167211,price,missing,,,1.0,high,0.7,Required column 'price' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.402868
c0463d6c-e1db-4513-aa6c-b4c43ef1db65,I412481,payment_method,missing,,,1.0,medium,0.4,Required column 'payment_method' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.402868
fccf5b05-7f6e-4185-9d24-79f994c48df0,I106674,payment_method,missing,,,1.0,medium,0.4,Required column 'payment_method' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.402868
d24fc6e7-f642-4f37-a50e-0c709034e7bf,I134399,shopping_mall,missing,,,1.0,medium,0.4,Required column 'shopping_mall' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.448145
d5c9b0d8-1d7d-430f-a282-f51da66cf6d3,I675411,shopping_mall,missing,,,1.0,medium,0.4,Required column 'shopping_mall' is missing.,rule_missing_detector,False,2026-07-26T11:36:13.448145
50ad959b-c183-4c71-89c5-11a917109023,I336189,gender,invalid,Fem,Female,0.8316,medium,0.4,"Value is not in allowed values: ['Female', 'Male'].",rule_invalid_detector,True,2026-07-26T11:36:13.509792
fdfef1cc-74ab-4ce7-ac01-cf3b6610e2c6,I992454,gender,invalid,Mle,Male,0.6567,medium,0.4,"Value is not in allowed values: ['Female', 'Male'].",rule_invalid_detector,True,2026-07-26T11:36:13.509792
49033731-50fe-4392-a813-745ff2cab452,I412481,gender,invalid,Fmale,Male,0.7189,medium,0.4,"Value is not in allowed values: ['Female', 'Male'].",rule_invalid_detector,True,2026-07-26T11:36:13.509792
a2b05ff4-db7e-41a2-b757-09ac65c2ada9,I339732,gender,invalid,Mle,Male,0.6567,medium,0.4,"Value is not in allowed values: ['Female', 'Male'].",rule_invalid_detector,True,2026-07-26T11:36:13.509792
94f7e65f-b624-4f06-83b8-0414059a0cf4,I317333,category,invalid,Soes,Shoes,0.6646,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
d72a6d3f-d75d-43e6-85a2-f54738d8f818,I227836,category,invalid,Slothing,Clothing,1.0,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
ec51bede-dff8-490c-af41-1376ebd34a8f,I293455,category,invalid,Clothi,Clothing,0.9716,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
1c8383f1-ba68-49b5-9767-4ec7ae379bc6,I326945,category,invalid,Cloth,Clothing,0.8624,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
a6030fdf-22d9-4da5-8cc6-7335a8ec8adf,I306368,category,invalid,Beverage,Food & Beverage,0.9699,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
08bf88c1-65c7-4ed9-b74b-ffb91fec730f,I640508,category,invalid,toy,Toys,0.7959,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
289e81ba-75f6-4365-9a1a-9e6799aa4267,I339732,category,invalid,Food,Food & Beverage,0.6789,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
45afe875-94b2-466a-a95f-fa4b4f646a7c,I106674,category,invalid,clothin,Clothing,1.0,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
dd04ed36-9dce-44f2-8e06-e0c1db707560,I138674,category,invalid,Cosmetic,Cosmetics,1.0,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
887ebb50-d0fc-43f6-a2c1-b174cfadc00c,I296025,category,invalid,Shes,Shoes,0.7359,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
b79a8563-201f-4892-b09c-b3f10412a0ef,I267193,category,invalid,Csmetics,Cosmetics,1.0,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
00e36ab8-2f1b-49e4-94fc-33ddd9930159,I160777,category,invalid,Techno,Technology,0.8701,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
497025db-6909-4c8f-8eec-108d83ee815d,I258195,category,invalid,Tos,Toys,0.5409,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
1789c47e-14fa-4f84-bc45-36a947053864,I157285,category,invalid,Clothi,Clothing,0.9716,medium,0.4,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",rule_invalid_detector,True,2026-07-26T11:36:13.572997
5506ba13-c34e-4f71-ace5-534f1a7a093f,I306368,price,invalid,-10.46,0,1.0,high,0.7,Value is smaller than minimum allowed: 0.,rule_invalid_detector,True,2026-07-26T11:36:13.652473
6069df52-4742-4bb1-971e-1eb09f6f9b9c,I640508,price,invalid,-143.36,0,1.0,high,0.7,Value is smaller than minimum allowed: 0.,rule_invalid_detector,True,2026-07-26T11:36:13.652473
8c27a584-4cb9-47e6-b9bf-b51633ec0d1d,I294687,price,invalid,-30.3,0,1.0,high,0.7,Value is smaller than minimum allowed: 0.,rule_invalid_detector,True,2026-07-26T11:36:13.652473
4264a2fd-fd14-4f18-845a-4a94d8125beb,I317333,payment_method,invalid,Bit Card,Debit Card,0.7958,medium,0.4,"Value is not in allowed values: ['Cash', 'Credit Card', 'Debit Card'].",rule_invalid_detector,True,2026-07-26T11:36:13.677312
4e7823ed-7fe6-42f6-9916-af120e316661,I337046,payment_method,invalid,Cas,Cash,0.7572,medium,0.4,"Value is not in allowed values: ['Cash', 'Credit Card', 'Debit Card'].",rule_invalid_detector,True,2026-07-26T11:36:13.677312
6199662a-9b60-4de7-bca7-474cecf5cecb,I227836,payment_method,invalid,Dit Card,Credit Card,0.7076,medium,0.4,"Value is not in allowed values: ['Cash', 'Credit Card', 'Debit Card'].",rule_invalid_detector,True,2026-07-26T11:36:13.677312
8689010e-4ca4-4b3e-bbb9-b83e6c713f2a,I293112,payment_method,invalid,Card,Debit Card,0.5616,medium,0.4,"Value is not in allowed values: ['Cash', 'Credit Card', 'Debit Card'].",rule_invalid_detector,True,2026-07-26T11:36:13.677312
6f3cc2d6-f411-4aa0-a6ca-c6ac2dd3860b,I326945,payment_method,invalid,Crit Card,Credit Card,0.7248,medium,0.4,"Value is not in allowed values: ['Cash', 'Credit Card', 'Debit Card'].",rule_invalid_detector,True,2026-07-26T11:36:13.677312
4ebf3c47-f388-4a37-b5bc-9f9834b32f74,I139207,payment_method,invalid,Credit Car,Credit Card,1.0,medium,0.4,"Value is not in allowed values: ['Cash', 'Credit Card', 'Debit Card'].",rule_invalid_detector,True,2026-07-26T11:36:13.677312
cdedc8cb-0c08-4ce9-8168-02477da4cc5e,I109053,payment_method,invalid,Debit,Debit Card,1.0,medium,0.4,"Value is not in allowed values: ['Cash', 'Credit Card', 'Debit Card'].",rule_invalid_detector,True,2026-07-26T11:36:13.677312
905bb347-e14a-46c2-b9c3-13c84f79ff84,I339732,payment_method,invalid,Credit,Credit Card,1.0,medium,0.4,"Value is not in allowed values: ['Cash', 'Credit Card', 'Debit Card'].",rule_invalid_detector,True,2026-07-26T11:36:13.677312
