issue_id,row_id,column_name,issue_type,current_value,suggested_value,confidence,severity,reason,can_auto_fix
02a8d1ef-2197-484b-84c3-55ca94698898,I196704,shopping_mall,invalid,MALL,Cevahir AVM,0.5,medium,"Value is not in allowed values: ['Cevahir AVM', 'Emaar Square Mall', 'Forum Istanbul', 'Istinye Park', 'Kanyon', 'Mall of Istanbul', 'Metrocity', 'Metropol AVM', 'Viaport Outlet', 'Zorlu Center'].",True
5bc134f3-9a35-47f0-b422-5a9a80f014c9,I317333,payment_method,anomaly,Debit Card,Cash,0.0628,high,Column 'payment_method' deviates from similar normal records.,True
f3d1c153-727f-437b-b308-503736ac971e,I317333,shopping_mall,anomaly,Forum Istanbul,Mall of Istanbul,0.0628,high,Column 'shopping_mall' deviates from similar normal records.,True
b57dd32d-ec50-48de-93d5-26fc9b807e92,I688768,payment_method,anomaly,Credit Card,Cash,0.2146,high,Column 'payment_method' deviates from similar normal records.,True
2ef7697a-eb6a-4caa-997b-100b7687f318,I688768,shopping_mall,anomaly,Viaport Outlet,Emaar Square Mall,0.2,high,Column 'shopping_mall' deviates from similar normal records.,True
a213b072-ca12-4927-ba38-9887664aab0b,I252275,shopping_mall,anomaly,Kanyon,Cevahir AVM,0.0745,high,Column 'shopping_mall' deviates from similar normal records.,True
d78aa813-7bf1-4fc2-9da5-c00607938630,I331891,shopping_mall,anomaly,Emaar Square Mall,Emaar Square Mall,0.0072,high,Column 'shopping_mall' deviates from similar normal records.,True
0c1ed6a4-88aa-4047-b6ee-bdae894b4dc1,I269690,category,anomaly,Cosmetics,Cosmetics,0.0716,high,Column 'category' deviates from similar normal records.,True
2f8a87b2-6a0c-4302-8a86-d373348ea330,I260525,gender,anomaly,Male,Female,0.0527,high,Column 'gender' deviates from similar normal records.,True
19bf0d4c-0fe5-4445-a62b-85bababeacc4,I260525,category,anomaly,Toys,Food & Beverage,0.0527,high,Column 'category' deviates from similar normal records.,True
7fc58a06-8a2a-4eca-8e4d-ed590077345f,I260525,shopping_mall,anomaly,Emaar Square Mall,Zorlu Center,0.0527,high,Column 'shopping_mall' deviates from similar normal records.,True
f60942a6-0bef-493b-94bf-b6a790c15355,I278401,category,anomaly,Toys,Cosmetics,0.0136,high,Column 'category' deviates from similar normal records.,True
d545632b-e136-4ce6-8a90-f7c724c2baa0,I278401,payment_method,anomaly,Debit Card,Credit Card,0.0136,high,Column 'payment_method' deviates from similar normal records.,True
b7502394-eb63-42bf-8d45-15aae7d8e7eb,I402966,shopping_mall,anomaly,Viaport Outlet,Forum Istanbul,0.0223,high,Column 'shopping_mall' deviates from similar normal records.,True
e5085f91-9a4f-4932-9a9d-e6bf6e49007f,I530401,shopping_mall,anomaly,Zorlu Center,Kanyon,0.0217,high,Column 'shopping_mall' deviates from similar normal records.,True
bdd992ac-8e35-465b-8c80-14ce3537530f,I229355,gender,anomaly,Male,Female,0.0396,high,Column 'gender' deviates from similar normal records.,True
41677101-e76a-4ccc-8898-9e4f035386d5,I246151,category,anomaly,Books,Cosmetics,0.0081,high,Column 'category' deviates from similar normal records.,True
ca5031b3-5656-4b10-b583-15cd6a7bdfee,I246151,shopping_mall,anomaly,Metropol AVM,Kanyon,0.0081,high,Column 'shopping_mall' deviates from similar normal records.,True
85dcea66-2807-4548-aebd-7eaa9419a23b,I191148,shopping_mall,anomaly,Forum Istanbul,Kanyon,0.0398,high,Column 'shopping_mall' deviates from similar normal records.,True
8385a18b-247a-4de3-8f20-b7cba8d65816,I305432,shopping_mall,anomaly,Mall of Istanbul,Cevahir AVM,0.0059,high,Column 'shopping_mall' deviates from similar normal records.,True
716117ea-c40d-49ef-9773-0b263389b6c0,I243930,payment_method,anomaly,Debit Card,Cash,0.1465,high,Column 'payment_method' deviates from similar normal records.,True
4d26def3-4fdb-4ea3-884f-f0681903b874,I243930,shopping_mall,anomaly,Istinye Park,Cevahir AVM,0.1465,high,Column 'shopping_mall' deviates from similar normal records.,True
e1817c13-dec0-4e85-a120-dc0ae5646ff9,I243930,age_group,anomaly,46_55,56_plus,0.1465,high,Column 'age_group' deviates from similar normal records.,True
b8ed071a-a732-4d89-b46f-fd972c3d7758,I615452,shopping_mall,anomaly,Metrocity,Metropol AVM,0.0096,high,Column 'shopping_mall' deviates from similar normal records.,True
5a635226-f80f-47ef-b5dd-856028fe62a1,I300847,shopping_mall,anomaly,Istinye Park,Kanyon,0.0058,high,Column 'shopping_mall' deviates from similar normal records.,True
e93c078a-3086-430a-97ad-f73dbbf6d8ec,I194017,payment_method,anomaly,Cash,Cash,0.044,high,Column 'payment_method' deviates from similar normal records.,True
e63123e1-a568-43d2-b09a-d30988819c98,I337094,shopping_mall,anomaly,Zorlu Center,Istinye Park,0.1221,high,Column 'shopping_mall' deviates from similar normal records.,True
086ac59c-8867-4caa-a985-8e51757aa236,I162719,gender,anomaly,Male,Female,0.0339,high,Column 'gender' deviates from similar normal records.,True
8516535e-efd1-4d1b-b2b1-8687d2caa6c1,I162719,payment_method,anomaly,Credit Card,Credit Card,0.0339,high,Column 'payment_method' deviates from similar normal records.,True
2e117b95-753b-4e9d-9ae5-dfc33b4b2952,I162719,shopping_mall,anomaly,Emaar Square Mall,Emaar Square Mall,0.0339,high,Column 'shopping_mall' deviates from similar normal records.,True
abfda185-d073-4c21-a25b-7ac84854f384,I252528,gender,anomaly,Male,Male,0.1334,high,Column 'gender' deviates from similar normal records.,True
c53017ef-124b-492d-8e5a-e7faf72727c6,I278519,gender,anomaly,Male,Male,0.1167,high,Column 'gender' deviates from similar normal records.,True
2c53097e-7d8c-4658-aa6e-4292807cbff5,I278519,payment_method,anomaly,Debit Card,Credit Card,0.1167,high,Column 'payment_method' deviates from similar normal records.,True
b0e3be62-3328-4c29-bbe6-9f1f602cf6e7,I946433,payment_method,anomaly,Debit Card,Credit Card,0.0676,high,Column 'payment_method' deviates from similar normal records.,True
7a4a90d4-eed5-4d7c-9642-ddc8f96566d4,I946433,age_group,anomaly,26_35,26_35,0.0676,low,Column 'age_group' deviates from similar normal records.,True
082fb4b4-d35e-41a1-acc2-1fe0bb96d01d,I284431,shopping_mall,anomaly,Metropol AVM,Kanyon,0.0585,high,Column 'shopping_mall' deviates from similar normal records.,True
324c85d7-f1ea-469f-8dd2-3c19108f592a,I236520,payment_method,anomaly,Credit Card,Cash,0.0579,high,Column 'payment_method' deviates from similar normal records.,True
034d9ea8-2177-4baa-a77c-dad531abdc41,I236520,shopping_mall,anomaly,Viaport Outlet,Cevahir AVM,0.0579,high,Column 'shopping_mall' deviates from similar normal records.,True
0cfbd3b1-9eaa-45bd-a543-2ea7404d09d4,I295482,payment_method,anomaly,Credit Card,Cash,0.0409,high,Column 'payment_method' deviates from similar normal records.,True
1b2928f4-a5d5-41a4-b325-1fc1607f91bb,I295482,shopping_mall,anomaly,Zorlu Center,Mall of Istanbul,0.0409,high,Column 'shopping_mall' deviates from similar normal records.,True
e2f52fe3-72db-421d-a8e3-a9b052011e13,I873382,payment_method,anomaly,Credit Card,Cash,0.009,high,Column 'payment_method' deviates from similar normal records.,True
1eef810d-2cfe-4545-9bab-f092581ee48a,I873382,shopping_mall,anomaly,Metrocity,Istinye Park,0.009,high,Column 'shopping_mall' deviates from similar normal records.,True
5d3541c0-ef03-4e77-b5c6-c6db6cd270de,I283774,category,anomaly,Toys,Toys,0.1846,high,Column 'category' deviates from similar normal records.,True
b4275b19-2591-414f-8685-29996fff1ce5,I283774,age_group,anomaly,36_45,36_45,0.1846,low,Column 'age_group' deviates from similar normal records.,True
9200079c-4d2f-4760-8338-4504fbe804e1,I212305,category,anomaly,Books,Toys,0.0671,high,Column 'category' deviates from similar normal records.,True
379b022c-1b48-43ea-a6c8-0a74c59d72f7,I212305,shopping_mall,anomaly,Emaar Square Mall,Emaar Square Mall,0.0671,high,Column 'shopping_mall' deviates from similar normal records.,True
d87d8bf0-38a5-4fed-8670-8b30e80b67b3,I213589,shopping_mall,anomaly,Viaport Outlet,Cevahir AVM,0.1173,high,Column 'shopping_mall' deviates from similar normal records.,True
2e941647-0064-4d93-a50a-4460f4ef19b1,I251779,category,anomaly,Toys,Cosmetics,0.008,high,Column 'category' deviates from similar normal records.,True
a1f74850-beb3-4337-a3a7-6677ca65d001,I251779,payment_method,anomaly,Debit Card,Cash,0.008,high,Column 'payment_method' deviates from similar normal records.,True
34f0da84-1f13-48f9-9c4b-bbd85ad10177,I334155,category,anomaly,Books,Food & Beverage,0.0004,high,Column 'category' deviates from similar normal records.,True
d6bddbf1-9537-4ba5-8163-b03c3133d341,I334155,shopping_mall,anomaly,Viaport Outlet,Metropol AVM,0.0004,high,Column 'shopping_mall' deviates from similar normal records.,True
badd0a9b-8cf7-471c-9e19-bb8c3e7aba7a,I111055,shopping_mall,anomaly,Mall of Istanbul,Metrocity,0.0116,high,Column 'shopping_mall' deviates from similar normal records.,True
beba85f1-03f9-4639-b6c5-ba8ad3e40ac3,I251307,age_group,anomaly,56_plus,56_plus,0.0136,high,Column 'age_group' deviates from similar normal records.,True
34f9c405-6c53-49f0-9525-b8cb41b2c668,I311849,payment_method,anomaly,Debit Card,Cash,0.1501,high,Column 'payment_method' deviates from similar normal records.,True
9ec5bc1d-3f33-4534-bbd9-650d9c98b78a,I325555,age_group,anomaly,18_25,18_25,0.1743,low,Column 'age_group' deviates from similar normal records.,True
d9e8c69a-6274-4970-9e7c-c45d253fcdbe,I318625,shopping_mall,anomaly,Zorlu Center,Kanyon,0.2088,high,Column 'shopping_mall' deviates from similar normal records.,True
6ee805c8-aecf-4a1a-93f5-dd575122872c,I318625,age_group,anomaly,46_55,26_35,0.2088,high,Column 'age_group' deviates from similar normal records.,True
f679e2b9-a296-489e-81ce-54fd067ccc0b,I142245,payment_method,anomaly,Debit Card,Credit Card,0.0215,high,Column 'payment_method' deviates from similar normal records.,True
6c9a70dc-8450-41f2-87ed-cf709dbd9556,I142245,shopping_mall,anomaly,Zorlu Center,Mall of Istanbul,0.0215,high,Column 'shopping_mall' deviates from similar normal records.,True
1f7a602c-0fa1-4f7e-9e4d-b0e5959c8210,I302151,shopping_mall,anomaly,Kanyon,Kanyon,0.0059,high,Column 'shopping_mall' deviates from similar normal records.,True
348de13c-a571-4a3b-a596-a39328a14035,I169684,shopping_mall,anomaly,Zorlu Center,Kanyon,0.0409,high,Column 'shopping_mall' deviates from similar normal records.,True
d027076d-cb40-4788-b25d-80dd46fe9763,I119678,shopping_mall,anomaly,Emaar Square Mall,Cevahir AVM,0.0103,high,Column 'shopping_mall' deviates from similar normal records.,True
40446e4e-0281-4972-993b-6ee93f811c03,I338366,payment_method,anomaly,Debit Card,Credit Card,0.0572,high,Column 'payment_method' deviates from similar normal records.,True
f897e584-d06f-40fe-b445-88adf7a69584,I338366,shopping_mall,anomaly,Viaport Outlet,Emaar Square Mall,0.0572,high,Column 'shopping_mall' deviates from similar normal records.,True
b07b88db-1015-4fa0-b0c7-6d8f2ceed7dd,I254886,payment_method,anomaly,Debit Card,Cash,0.0774,high,Column 'payment_method' deviates from similar normal records.,True
f632534d-2edf-4311-b032-e908f9e05f8b,I254886,shopping_mall,anomaly,Mall of Istanbul,Mall of Istanbul,0.0774,high,Column 'shopping_mall' deviates from similar normal records.,True
