issue_id,row_id,column_name,issue_type,current_value,suggested_value,confidence,severity,reason,can_auto_fix
f752bfe4-25d7-4e4e-9196-d9cbdfb687c6,I127801,age,missing,,24.0,0.7576,high,Required column 'age' is missing.,True
50df16a7-2188-4a9d-b468-da1a545bd4ad,I317333,category,missing,,Shoes,0.6,medium,Required column 'category' is missing.,True
a32c2c9b-06c4-482d-8a36-3b15842f3a2b,I127711,quantity,missing,,2.0,0.6536,high,Required column 'quantity' is missing.,True
7b9116d2-7a75-4ce0-bb18-8cabfb2b2620,I127711,price,missing,,60.6,0.5263,high,Required column 'price' is missing.,True
c5003c0f-75a1-4b85-ac8e-a96510703913,I138884,payment_method,missing,,Credit Card,0.6,medium,Required column 'payment_method' is missing.,True
c70d49b2-e0a1-451e-8ebe-ee03cd8c1cba,I293112,invoice_date,missing,,,0.0,high,Required column 'invoice_date' is missing.,True
ce3e200a-f4dd-4c2e-ac68-14068e87b3a7,I127711,invoice_date,missing,,,0.0,high,Required column 'invoice_date' is missing.,True
276371ee-3728-4b5a-8717-f8ea42d1b208,I127711,gender,invalid,Woman,Female,0.5,medium,"Value is not in allowed values: ['Female', 'Male'].",True
de948305-32eb-4f3a-9153-4357a45844f4,I121056,age,invalid,150.0,120,1.0,high,Value is larger than maximum allowed: 120.,True
3bf080c8-853d-401b-a544-3f7deeb5bb3f,I337046,category,invalid,Tech,Books,0.5,medium,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",True
207ef0c0-ad93-43a2-acc0-b6b504f36735,I127711,category,invalid,Cloth,Clothing,0.7692,medium,"Value is not in allowed values: ['Books', 'Clothing', 'Cosmetics', 'Food & Beverage', 'Shoes', 'Souvenir', 'Technology', 'Toys'].",True
d8addc7a-2729-4b3c-afcc-a0b0471647ab,I227836,quantity,invalid,-5.0,1,1.0,high,Value is smaller than minimum allowed: 1.,True
40dc988f-9709-477d-a1d4-70ac27ef934a,I173702,payment_method,invalid,Paypal,Cash,0.5,medium,"Value is not in allowed values: ['Cash', 'Credit Card', 'Debit Card'].",True
17a296e0-9105-4101-b629-5388e4a4a089,I127711,payment_method,invalid,Cre Card,Credit Card,0.8421,medium,"Value is not in allowed values: ['Cash', 'Credit Card', 'Debit Card'].",True
c08b1a9a-74c4-4744-9e12-2957489de347,I196704,shopping_mall,invalid,MALL,Cevahir AVM,0.5,medium,"Value is not in allowed values: ['Cevahir AVM', 'Emaar Square Mall', 'Forum Istanbul', 'Istinye Park', 'Kanyon', 'Mall of Istanbul', 'Metrocity', 'Metropol AVM', 'Viaport Outlet', 'Zorlu Center'].",True
f3c404d6-cc1b-49c6-bf47-ed9561f58172,I127711,shopping_mall,invalid,Mall of,Mall of Istanbul,0.6087,medium,"Value is not in allowed values: ['Cevahir AVM', 'Emaar Square Mall', 'Forum Istanbul', 'Istinye Park', 'Kanyon', 'Mall of Istanbul', 'Metrocity', 'Metropol AVM', 'Viaport Outlet', 'Zorlu Center'].",True
29b41ae8-8368-44eb-902c-dcab7b29bb45,I227836,unit_price,invalid,300.08000000000004,,0.0,high,unit_price is inconsistent with price and quantity.,True
3563d6c2-15dd-4a88-b7ca-fe625b11394d,I293455,unit_price,invalid,999999.0,,0.0,high,unit_price is inconsistent with price and quantity.,True
3fc5c87e-89e8-49a8-94a3-49f4755e0167,I139207,unit_price,invalid,15.15,,0.0,high,unit_price is inconsistent with price and quantity.,True
277fdbd0-baf1-4131-93c3-c29750184a55,I640508,unit_price,invalid,3584.0000000000005,,0.0,high,unit_price is inconsistent with price and quantity.,True
2424a057-cb71-45c4-b587-38802eb02091,I121056,age_group,invalid,46_55,,0.0,medium,age_group is inconsistent with age.,True
b0016e45-fe5c-4ce5-b4e8-31dbe506b5cf,I306368,invoice_month,invalid,1,,0.0,medium,invoice_month is inconsistent with invoice_date.,True
a4bc6b92-8aff-4d17-af70-875cb486f48f,I121056,age,anomaly,150.0,,0.0064,medium,Column 'age' deviates from similar normal records.,False
a39d2bd2-0f7f-4388-899f-6bed036220d8,I121056,shopping_mall,anomaly,Istinye Park,Mall of Istanbul,0.0064,high,Column 'shopping_mall' deviates from similar normal records.,True
150e7ebb-02c1-4db4-b49d-81d62432e37c,I121056,age_group,anomaly,46_55,56_plus,0.0064,high,Column 'age_group' deviates from similar normal records.,True
075eab33-016c-48e8-acf4-51816d2ebd1d,I688768,shopping_mall,anomaly,Viaport Outlet,Mall of Istanbul,0.1224,high,Column 'shopping_mall' deviates from similar normal records.,True
a70fcd05-0f8a-4b88-ad97-a72480a4aba9,I183746,shopping_mall,anomaly,Emaar Square Mall,Emaar Square Mall,0.0791,high,Column 'shopping_mall' deviates from similar normal records.,True
ac2e92b2-91cb-47ef-93ae-87fef420dfdc,I252275,shopping_mall,anomaly,Kanyon,Cevahir AVM,0.0261,high,Column 'shopping_mall' deviates from similar normal records.,True
60c48571-c5c9-41dc-88ae-1722cf508240,I195396,category,anomaly,Toys,Cosmetics,0.0069,high,Column 'category' deviates from similar normal records.,True
51edf509-4fb2-4989-ab93-8258506f871f,I331891,shopping_mall,anomaly,Emaar Square Mall,Emaar Square Mall,0.1317,high,Column 'shopping_mall' deviates from similar normal records.,True
43208c44-9ebf-43bc-8874-53edc8fedc4b,I339732,shopping_mall,anomaly,Emaar Square Mall,Emaar Square Mall,0.0608,high,Column 'shopping_mall' deviates from similar normal records.,True
78841972-a704-4fb2-9861-eb3bed67a6ec,I304265,shopping_mall,anomaly,Forum Istanbul,Kanyon,0.0405,high,Column 'shopping_mall' deviates from similar normal records.,True
f9abddda-3573-42e2-9dd5-46b7a5b27523,I204979,category,anomaly,Souvenir,Clothing,0.0428,high,Column 'category' deviates from similar normal records.,True
37cb4133-ad9f-43c4-a2c8-effa8aee4771,I276526,payment_method,anomaly,Debit Card,Credit Card,0.0726,high,Column 'payment_method' deviates from similar normal records.,True
877ece98-f8b8-4809-9e58-7328d46dcd14,I276526,shopping_mall,anomaly,Emaar Square Mall,Emaar Square Mall,0.0726,high,Column 'shopping_mall' deviates from similar normal records.,True
5184000b-52f1-46cc-8ed7-6897854eb491,I297270,shopping_mall,anomaly,Metropol AVM,Kanyon,0.0657,high,Column 'shopping_mall' deviates from similar normal records.,True
e2832e19-ef95-41c1-a155-ea60a3be6d90,I293215,payment_method,anomaly,Credit Card,Credit Card,0.011,high,Column 'payment_method' deviates from similar normal records.,True
7f9476cc-449d-4265-aa74-35060bfa06aa,I202171,payment_method,anomaly,Debit Card,Cash,0.0571,high,Column 'payment_method' deviates from similar normal records.,True
16b32fdd-16d3-4c51-b6f2-bbea89e2dc5f,I122655,shopping_mall,anomaly,Metropol AVM,Emaar Square Mall,0.0196,high,Column 'shopping_mall' deviates from similar normal records.,True
981b5018-e2bf-4c85-bdce-fd1de4dc0798,I288152,shopping_mall,anomaly,Mall of Istanbul,Metrocity,0.0177,high,Column 'shopping_mall' deviates from similar normal records.,True
8d731dc6-a101-4be3-9704-c196166a158b,I134126,payment_method,anomaly,Debit Card,Cash,0.0339,high,Column 'payment_method' deviates from similar normal records.,True
20e63d7b-652f-4396-bfc4-312c77a298ef,I170160,category,anomaly,Toys,Food & Beverage,0.0055,high,Column 'category' deviates from similar normal records.,True
3d2ebb03-9b97-4bd8-93ff-316041e61ba7,I179048,payment_method,anomaly,Debit Card,Debit Card,0.1561,high,Column 'payment_method' deviates from similar normal records.,True
99ae43d6-f762-43fa-bc72-b75813c1ad37,I530401,shopping_mall,anomaly,Zorlu Center,Zorlu Center,0.0185,high,Column 'shopping_mall' deviates from similar normal records.,True
8fe63ec2-13ad-4036-bc8a-5ae43f82f520,I246151,category,anomaly,Books,Souvenir,0.0767,high,Column 'category' deviates from similar normal records.,True
01d9d779-4e0d-4c0a-83ec-498d306364cc,I402983,gender,anomaly,Male,Male,0.1287,high,Column 'gender' deviates from similar normal records.,True
b6297ac2-b9a5-4c40-890e-9a6880183d65,I402983,payment_method,anomaly,Debit Card,Debit Card,0.1287,high,Column 'payment_method' deviates from similar normal records.,True
f05952a0-6f7b-4e15-817c-8055605be49d,I198698,shopping_mall,anomaly,Metropol AVM,Mall of Istanbul,0.1576,high,Column 'shopping_mall' deviates from similar normal records.,True
0f616136-c486-41ce-a867-c19769865047,I818298,payment_method,anomaly,Debit Card,Cash,0.0462,high,Column 'payment_method' deviates from similar normal records.,True
f24d70ae-33da-42bc-b10c-f836c89da532,I106271,payment_method,anomaly,Debit Card,Debit Card,0.014,high,Column 'payment_method' deviates from similar normal records.,True
ea959b1c-975d-4e4a-8b0a-d2726a242394,I191148,shopping_mall,anomaly,Forum Istanbul,Cevahir AVM,0.0557,high,Column 'shopping_mall' deviates from similar normal records.,True
